REDRUCK_STEUER	0
REGKAS_DETAIL	0
REGKAS_KD_RECH	0
REGKAS_KD_RECH_POS	0
REGKAS_UMSATZ	0
REGKAS_UMSATZ_TEMP	0
REGKAS_ZA	0
REGKAS_ZA_TEMP	0
REINIGUNG	0
REISEZWECK	0
SAISNACHLASS	0
SEGMSTAM_ERW	0
SEGMSTAM_LEIST	0
SELEKTION_TEMP	0
SELESTAM	0
SELESTAM_VERERB	0
SHUTTLE	0
STATUS_GK	0
STAT_BELEG_BUDGET	0
STAT_UMSATZ_FIBU	0
STORNO_BED	0
TELEFNEBENST	0
TELEFON	0
TEMP_DRUCK_ZIM_ABRECH	0
TEMP_FIBU_KOMP	0
TEMP_FIBU_TG_ABS	0
TEMP_QRCODE	0
TEMP_STAT_BELEG_UMSATZ	0
TEMP_STAT_MANAG_TGABS	0
TEMP_STAT_UMS_BELEG	0
TEMP_STAT_ZUSATZ	0
TEMP_VAKANZ	0
TEMP_ZEITDRUCK	0
TEMP_ZIM_ABRECH	0
TERMINE	0
TERMINE_BK	0
TERM_NOTIZ	0
TERM_VERLAUF	0
TEXTSTAM	0
THERAPEUT_ANW	0
TISCHBELEGUNG	0
TISCHBELEGUNG_NOTIZ	0
TISCHBELEGUNG_SCHICHT	0
TISCHPLAN	0
TISCHUMS	0
TODOLIST	0
TODOLIST_ADD	0
WAESCHEWECHSEL	0
WARENGR_BUDGET	0
WARTELISTE	0
WEB_ABF_GS	0
WEB_ABF_TEMP_USER	0
WELLN_LEIST	0
ZIMMERSELEKT	0
ZIMMERSTATUS_PROT	0
ZIMMLEIST	0
ZIMM_EXTRAS	0
ZIMM_W_KATE	0
ZUSATZ_TEXT	0
ZUTRITTSKONTROLLE_PROT	0
